Username,Twitter Handle,Timestamp,Comments,Retweets,Likes,Text
Xu4n,@bl4ckj4ck2121,2023-03-04T20:42:47.000Z,,,,"Investor day was about manufacturing which is Tesla long term strength. Prototypes which we didn't see are easy. Production is hard

#TSLA #Tesla"
"Gabriel L., PharmD,",@InceptionCharts,2023-03-04T20:42:04.000Z,,,,$TSLA #TSLA - Consolidation above key level...
Helal Yatırım,@investasmuslim,2023-03-04T20:42:02.000Z,,,,"#TSLA uygun şu an. 
@ZoyaFinance
 uygulamasını indirip ücretsiz bir şekilde hisselere tek tek bakarsanız şu an helal olup olmadığı görülebiliyor. Her bilançoda güncelleniyor. Liste olarak paylaşan 
@getmidas
 var ama bir kısmını sanırım 30 küsür tanesini paylaşıyor."
Carter,@Kartercarter,2023-03-04T20:34:34.000Z,,,,#tsla to buy #muln in order to be biggest car company you have to be able to produce the most cars
Oracle Investments,@oracletim1,2023-03-04T17:59:10.000Z,5,,16,When you are focused and go to a great burger place and choose goals over goodies. I even turned down the bacon Benjamin didn’t want. FYI the salmon quinoa bowl is stellar.  #trending #viral #Tesla #beachbody #TSLA #motivation #waterfall #nature #TeslaStock #toughlovetim…
Abel A. Colunga,@abelac62,2023-03-04T17:56:27.000Z,,4,17,"#TSLA Parece tener rechazo en zona pivote coincidente con medias descendentes. La pérdida de los 186,00 daría inicio a tramo a la baja. Stop por encima de 217,50 con objetivo en 120,00. (R/B 1/2)"
Leo Ventures,@leoventuresllc,2023-03-04T17:53:47.000Z,,,,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
strengthPlan,@strengthPlan,2023-03-04T17:50:45.000Z,,,2,"The worse superchargers don't have anything around them. I like superchargers with food, restroom, Starbucks, decent carrier coverage, and things in walkable distance. It's 30-40 minutes maybe even a pull up bar or something to do some exercise lol #tsla"
strengthPlan,@strengthPlan,2023-03-04T17:39:20.000Z,,,4,"""Hey guys you want to grab a ramen bowl at the supercharger for a snack while we charge?"" Supercharge + Ramen = win  Need to import those Japanese vending machines with meals here #tsla #elonmusk"
Martin Smith,@MSmith046,2023-03-04T17:34:36.000Z,,,,"Thank you to Sandy Munro aka 
@teardowntitan
 and Corey at 
@MunroAssociates
 for this deep dump on #MBA bs and financial analyst brain hurt at the #TSLA investor day https://youtu.be/5fe548XvavY
Btw so excited to be living in #Mexico during this great era."
strengthPlan,@strengthPlan,2023-03-04T16:34:23.000Z,2,1,26,"Fun fact if you had a $500k paid off house in 2019, decided to sell it, & invest it all in tesla stock May 2019 you would have $8 mil by now. Never have to work $ again. Jason de bolt 
@jasondebolt
 $. Turns out selling your house and going all in tesla stock is a great idea #tsla"
Joe Schmoe,@JoeSchmoe1001,2023-03-04T16:34:08.000Z,1,,,"And it's amusing how many people valued #TSLA at a trillion based on huge future volumes x wide margins, but now that prices must fall, squeezing margins, the story has shifted to ""TSLA can keep volume because its fat margins give it room to cut prices."""
Yoona,@lastadam,2023-03-04T16:30:48.000Z,1,1,13,$TSLA #TSLA 3/10 probability; dealers *MAY* resist pushdown below 192.50; there *MAY* be darkpool support at 197.40
Leo Ma,@moka_bingsha,2023-03-04T16:12:21.000Z,,,,"That's a crazy ride that #TSLA stock has been on! It seems like the only way to make money is to buy and hold, no matter what. Interesting to see how it continues in the future!"
Leo Ma,@moka_bingsha,2023-03-04T16:12:03.000Z,,,,"This is a great reminder - when it comes to investing, never sell! #TSLA has shown that even after 3x growth in 2020, it kept climbing, increasing 13x. It's a lesson that wise investors learn quickly and often. Let's hope others take away something from this tweet!"
strengthPlan,@strengthPlan,2023-03-04T16:09:35.000Z,,2,6,Selling tesla stock is prob the worst decision a person can make. Do anything else than sell tesla stock. Sell your house or something. Your house may double in 7 years but tesla stock can 5-10x #tsla
susanta biswal,@biswalsk22,2023-03-04T16:07:08.000Z,,,,#TSLA Set for potential flag BO
strengthPlan,@strengthPlan,2023-03-04T16:05:00.000Z,,2,4,People bought tesla stock pre 2020 it went up 3x during pandemic people sold then it went down a little bit they thought they were geniuses then it went up another 13x. Never sell. When you sell it goes up more #tsla
AMERICA'S BEST PATRIOT,@AlisonBoxxer,2023-03-04T14:43:21.000Z,,1,1,"-Tesla Inc said it is recalling 3,470 2022 through 2023 Model Y vehicles in the United States because bolts securing the second-row seatback frames may not have been securely tightened, according to a filing made public Sat.

#TSLA $TSLA are built poorly
TWO RECALLS in one month"
Will,@TeslaJigsaw,2023-03-04T14:42:13.000Z,1,,7,"My brain has melted so much I had to resort to this filthy click bait title. Find it on that other social media channel that Twitter doesn’t want me to link too… rhymes with ‘moo-pube’ 
#Tesla #TSLA #InvestorDay"
strengthPlan,@strengthPlan,2023-03-04T14:28:18.000Z,1,,10,What if we got life all wrong. Pursuit of money is not the end goal the goal is time  the more time you have the more wealthier you are #TSLA
strengthPlan,@strengthPlan,2023-03-04T14:26:00.000Z,,,4,Work is not my life. Work is a means to get to a state where you can be free from the boundaries of work. Life passes you by when you work. You want to slow down time as much as possible. Blink and 20 years are gone. Work is the evil  in life #TSLA
"Simon, o Bot",@fintwitbr,2023-03-04T14:12:01.000Z,,,,"Tesla faz recall de 3.470 veículos Modelo Y por causa de parafusos soltos
 (Reuters)
#TSLA #TSLA34"
Professor Investor,@ProfessorTradez,2023-03-04T14:10:13.000Z,,,1,#Powell #stocks #TSLA #amzn #aapl
strengthPlan,@strengthPlan,2023-03-04T14:10:10.000Z,,1,7,I only work to buy the tesla dip I don’t really care about material things in life lol I’ll wear the same clothes for days who cares lol I just run  workout  and tesla stock is the key to success #TSLA
Leo Ma,@moka_bingsha,2023-03-04T14:07:55.000Z,,,,That's a really inspiring take! Looking forward to seeing how investing in #TSLA stock works out for you. Best of luck!
strengthPlan,@strengthPlan,2023-03-04T13:44:16.000Z,1,2,7,"The only things that can make tesla better:

FSD approved/robotaxi ready
Netflix/Disney+ enabled during the drive so I can watch Mandalorian on the commute 
Sleep mode FSD beta 
High end video games  on all teslas 
Wifi subscription internet 
Navigation character choices #tsla"
strengthPlan,@strengthPlan,2023-03-04T13:42:02.000Z,2,1,8,Did everyone forget you have megaphone  feature on the car you can call out to people outside the car in a commanding voice when stopped #TSLA
strengthPlan,@strengthPlan,2023-03-04T13:28:31.000Z,,2,2,Tesla is the most misunderstood company and stock of all time. They want tesla to fail but tesla keeps overcoming all challenges. We reached escape velocity now  #TSLA
strengthPlan,@strengthPlan,2023-03-04T13:23:52.000Z,1,8,35,Everyday I look forward to getting in this AI machine and amazed everyday. People don’t truly understand what it can do and it’s not just a car #TSLA
1BTC=1BTCTESLAMBITCOINER,@ZzzzZ7ZzzzzZ,2023-03-04T13:22:42.000Z,,,1,V4 #tsla
Leo Ma,@moka_bingsha,2023-03-04T13:15:59.000Z,,,1,"This is a great reminder that when it comes to the full potential of Autopilot, there's no substitute for a Tesla! #TSLA #elonmusk"
strengthPlan,@strengthPlan,2023-03-04T13:12:47.000Z,,1,3,2-4 NYC subway tickets (charge at home or supercharger) gets you 300+ miles of Tesla charging for a whole week boom you can’t beat driving a Tesla/EV #tsla
Michael & Esther,@SupeerLuckeee,2023-03-04T12:47:17.000Z,,,4,#AI #TSLA #AAPL huge winners today!!!! So blessed and excited for our members!!
strengthPlan,@strengthPlan,2023-03-04T12:47:05.000Z,,,,People that don’t subscribe/buy FSD beta are manually pedaling a bicycle  when they have an electric bicycle that can do most of the work/heavy lifting for you #TSLA
strengthPlan,@strengthPlan,2023-03-04T12:45:27.000Z,2,,4,People that don’t get FSD beta want to remain in control at all times when clearly there is an alternative. Trust but monitor. Your life can be a lot easier. Like getting a gaming computer to play solitaire. Use the full capabilities of this beast #TSLA
Leo Ma,@moka_bingsha,2023-03-04T12:45:04.000Z,,,,"It's amazing to see how tech advances in our lives! Tesla cars, equipped with FSD beta technology and a green traffic light chime, make the driving experience comfortable and safe. #automation #TSLA"
strengthPlan,@strengthPlan,2023-03-04T12:42:30.000Z,,2,2,"Tesla at a red light . Sunrise  sun is blinding. Can’t see anything. 2 safety options:

1. Green traffic light chime
2. FSD beta

Don’t look at the light anymore to watch it turn. Just relax. Trust the chime or let FSD beta go by itself #TSLA"
Thommy aka Fud da Hoidonk,@Germanbulll,2023-03-04T12:21:07.000Z,,,3,"tte. Darum finde ich auch seine Prognosen und Aktien ""Tips"" perfekt, da sie maximal biased und oft peak herd mentality darstellen was Kurse angeht. Siehe #AI #FB #TSLA #PYPL #Revolut (kenne den Ticker nicht und kein Bock zu googeln) #SNOW #CRWD etc. Stichwort: do the opposite"
Ranjit Khati,@RanjitKhati2021,2023-03-04T12:19:16.000Z,,,1,#TSLA
Vinnie B,@teeshirtgallery,2023-03-04T12:12:00.000Z,,,1,I missed #Avgo  I caught #Meta 2 times I was busy riding #TSLA from day before to $200 ML4L
